,Unnamed: 0,MeasureTime,Angle_X_Lid_Tank101,Angle_Y_Lid_Tank101,AutoControl_Flow,AutoControl_Flow_manual,AutoControl_Level_Tank101_manual,AutoControl_Level_tank102,AutoControl_Level_tank102_manual,AutoControl_Pressure_Tank103,AutoControl_Pressure_Tank103_manual,Automatic_mode,Diagnosis_JN2200,Flow_FlowmeterB102,KQ1001_Level_B101,KQ1001_Level_B101_percent,KQ1001_Level_B102,KQ1001_Level_B102_percent,Level_Tank102,OUT1_JN2200,OUT2_JN2200,Pressure_Global_IO-Link,Pressure_Tank103,Selftest_running_JN2200,SetFlow,SetFlow_manual,SetPressureTank103,SetPressureTank103_manual,Set_Level_Tank101_manual,Set_PumpSpeed_P101,Set_level_tank102,Set_level_tank102_manual,Temperature_Tank101,Temperature_Tank102_IO-Link,V101_manual,V103_manual,V104_manual,V108_manual,V109_manual,V112_manual,V113_manual,V114_manual,V120_manual,Vibration_measurement_JN2200,set_valve_v106_open,set_valve_v106_open_manual,set_valve_y102_open,set_valve_y102_open_manual,filling_in_tank,Fault

0,0,2023-06-11 16:00:01,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,197.68117,0,0,0,0,200,0,0.0,0,0,25.636574,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,1,2023-06-11 16:00:02,0.04,0.35,0,0,0,0,0,0,1,1,0,0.34,98.89264,24,101.065994,25,95.07211,0,0,2.06,192.32465,0,0,0,0,200,0,80.46418,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

2,2,2023-06-11 16:00:03,0.15,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,201.25218,0,0,0,0,200,0,80.07481,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

3,3,2023-06-11 16:00:04,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,201.50725,0,0,0,0,200,0,79.78035,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

4,4,2023-06-11 16:00:05,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.70146,0,0,0,0,200,0,79.62825,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

5,5,2023-06-11 16:00:06,0.09,0.4,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,197.4261,0,0,0,0,200,0,79.58031,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

6,6,2023-06-11 16:00:07,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,0,0,200,0,79.52543,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

7,7,2023-06-11 16:00:08,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,196.66087,0,0,0,0,200,0,79.52842,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

8,8,2023-06-11 16:00:09,0.15,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.19131,0,0,0,0,200,0,79.493225,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

9,9,2023-06-11 16:00:10,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.70146,0,0,0,0,200,0,79.47654,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

10,10,2023-06-11 16:00:11,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,0,0,200,0,79.43323,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

11,11,2023-06-11 16:00:12,0.15,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,197.68117,0,0,0,0,200,0,79.404976,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

12,12,2023-06-11 16:00:13,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,0,0,200,0,79.429955,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

13,13,2023-06-11 16:00:14,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,199.21161,0,0,0,0,200,0,79.35771,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

14,14,2023-06-11 16:00:15,0.15,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,197.93623,0,0,0,0,200,0,79.32251,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

15,15,2023-06-11 16:00:16,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.95653,0,0,0,0,200,0,79.338234,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

16,16,2023-06-11 16:00:17,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.19131,0,0,0,0,200,0,79.28915,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

17,17,2023-06-11 16:00:18,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,199.21161,0,0,0,0,200,0,79.30371,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

18,18,2023-06-11 16:00:19,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,197.68117,0,0,0,0,200,0,79.32175,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

19,19,2023-06-11 16:00:20,0.04,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,197.93623,0,0,0,0,200,0,79.32937,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

20,20,2023-06-11 16:00:21,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,197.4261,0,0,0,0,200,0,79.27218,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

21,21,2023-06-11 16:00:22,0.15,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,94.90385,0,0,2.06,197.4261,0,0,0,0,200,0,79.262436,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

22,22,2023-06-11 16:00:23,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,200.48697,0,0,0,0,200,0,79.25848,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

23,23,2023-06-11 16:00:24,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,0,0,200,0,79.1955,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

24,24,2023-06-11 16:00:25,0.15,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,197.4261,0,0,0,0,200,0,79.18576,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

25,25,2023-06-11 16:00:26,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,0,0,200,0,79.18875,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

26,26,2023-06-11 16:00:27,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,0,0,200,0,79.168594,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

27,27,2023-06-11 16:00:28,0.1,0.4,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.70146,0,0,0,0,200,0,79.15538,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

28,28,2023-06-11 16:00:29,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,101.065994,25,94.90385,0,0,2.06,197.4261,0,0,0,0,200,0,79.15491,0,0,25.520832,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

29,29,2023-06-11 16:00:30,0.09,0.35,0,0,0,0,0,0,1,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,197.93623,0,0,0,0,200,0,79.105804,0,0,25.578703,26.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

30,30,2023-06-11 16:00:31,0.15,0.35,0,1,0,0,0,0,0,1,0,0.0,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.70146,0,0,1,0,0,0,95.62,0,0,25.636574,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

31,31,2023-06-11 16:00:32,0.09,0.35,0,1,0,0,0,0,0,1,0,1.02,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,99.920006,0,0,25.636574,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

32,32,2023-06-11 16:00:33,0.09,0.35,0,1,0,0,0,0,0,1,0,1.2,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,94.340004,0,0,25.636574,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

33,33,2023-06-11 16:00:34,0.09,0.35,0,1,0,0,0,0,0,1,0,1.12,101.065994,25,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,87.98,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

34,34,2023-06-11 16:00:35,0.15,0.35,0,1,0,0,0,0,0,1,0,1.07,101.065994,25,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,84.380005,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

35,35,2023-06-11 16:00:36,0.09,0.35,0,1,0,0,0,0,0,1,0,1.01,101.065994,25,101.065994,25,94.73558,0,0,2.06,198.44638,0,0,1,0,0,0,83.52001,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

36,36,2023-06-11 16:00:37,0.09,0.35,0,1,0,0,0,0,0,1,0,1.03,98.89264,24,98.89264,24,94.90385,0,0,2.06,198.44638,0,0,1,0,0,0,82.32001,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

37,37,2023-06-11 16:00:38,0.09,0.35,0,1,0,0,0,0,0,1,0,1.0,98.89264,24,98.89264,24,94.90385,0,0,2.06,198.44638,0,0,1,0,0,0,82.020004,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

38,38,2023-06-11 16:00:39,0.09,0.35,0,1,0,0,0,0,0,1,0,1.02,101.065994,25,101.065994,25,94.73558,0,0,2.06,198.44638,0,0,1,0,0,0,81.82,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

39,39,2023-06-11 16:00:40,0.09,0.35,0,1,0,0,0,0,0,1,0,1.0,101.065994,25,101.065994,25,95.07211,0,0,2.06,198.70146,0,0,1,0,0,0,81.4,0,0,25.520832,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

40,40,2023-06-11 16:00:41,0.09,0.35,0,1,0,0,0,0,0,1,0,1.01,98.89264,24,101.065994,25,94.90385,0,0,2.06,198.44638,0,0,1,0,0,0,81.36001,0,0,25.520832,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

41,41,2023-06-11 16:00:42,0.09,0.35,0,1,0,0,0,0,0,1,0,1.01,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.24001,0,0,25.520832,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

42,42,2023-06-11 16:00:43,0.09,0.35,0,1,0,0,0,0,0,1,0,0.99,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.58,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

43,43,2023-06-11 16:00:44,0.09,0.35,0,1,0,0,0,0,0,1,0,0.98,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,82.3,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

44,44,2023-06-11 16:00:45,0.09,0.35,0,1,0,0,0,0,0,1,0,0.99,98.89264,24,98.89264,24,94.90385,0,0,2.06,198.44638,0,0,1,0,0,0,82.399994,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

45,45,2023-06-11 16:00:46,0.09,0.35,0,1,0,0,0,0,0,1,0,1.02,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.82,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

46,46,2023-06-11 16:00:47,0.09,0.35,0,1,0,0,0,0,0,1,0,1.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.14001,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

47,47,2023-06-11 16:00:48,0.09,0.35,0,1,0,0,0,0,0,1,0,1.02,98.89264,24,98.89264,24,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.14,0,0,25.520832,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

48,48,2023-06-11 16:00:49,0.09,0.35,0,1,0,0,0,0,0,1,0,1.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.22,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

49,49,2023-06-11 16:00:50,0.09,0.35,0,1,0,0,0,0,0,1,0,1.0,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,1,0,0,0,81.32001,0,0,25.578703,26.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

50,50,2023-06-11 16:00:51,0.09,0.35,0,0,0,0,1,0,0,1,0,0.89,98.89264,24,101.065994,25,95.07211,0,0,2.06,198.44638,0,0,0,0,0,0,61.92105,0,100,25.578703,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,51,2023-06-11 16:00:52,0.09,0.35,0,0,0,0,1,0,0,1,0,0.9,98.89264,24,98.89264,24,95.40865,0,0,2.06,198.70146,0,0,0,0,0,0,85.0692,0,100,25.578703,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,52,2023-06-11 16:00:53,0.09,0.4,0,0,0,0,1,0,0,1,0,1.17,98.89264,24,101.065994,25,96.08173,0,0,2.06,198.70146,0,0,0,0,0,0,100.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,53,2023-06-11 16:00:54,0.1,0.4,0,0,0,0,1,0,0,1,0,1.19,98.89264,24,101.065994,25,96.58654,0,0,2.06,198.44638,0,0,0,0,0,0,100.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,54,2023-06-11 16:00:55,0.09,0.35,0,0,0,0,1,0,0,1,0,1.17,96.70656,23,101.065994,25,97.42789,0,0,2.06,198.44638,0,0,0,0,0,0,97.2219,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,55,2023-06-11 16:00:56,0.09,0.35,0,0,0,0,1,0,0,1,0,1.09,96.70656,23,101.065994,25,97.76443,0,0,2.06,198.44638,0,0,0,0,0,0,87.15244,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,56,2023-06-11 16:00:57,0.09,0.35,0,0,0,0,1,0,0,1,0,0.88,96.70656,23,101.065994,25,98.4375,0,0,2.06,198.44638,0,0,0,0,0,0,69.212585,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,57,2023-06-11 16:00:58,0.15,0.35,0,0,0,0,1,0,0,1,0,0.59,96.70656,23,103.22664,26,98.60577,0,0,2.06,198.44638,0,0,0,0,0,0,47.10604,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,58,2023-06-11 16:00:59,0.09,0.35,0,0,0,0,1,0,0,1,0,0.17,96.70656,23,103.22664,26,98.77404,0,0,2.06,198.19131,0,0,0,0,0,0,21.64309,0,100,25.462963,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,59,2023-06-11 16:01:00,0.09,0.35,0,0,0,0,1,0,0,1,0,-0.25,96.70656,23,103.22664,26,98.60577,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,60,2023-06-11 16:01:01,0.09,0.35,0,0,0,0,1,0,0,1,0,-0.33,96.70656,23,103.22664,26,98.4375,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,61,2023-06-11 16:01:02,0.15,0.35,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,103.22664,26,98.26923,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,62,2023-06-11 16:01:03,0.09,0.35,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,98.10096,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,63,2023-06-11 16:01:04,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,98.10096,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,64,2023-06-11 16:01:05,0.09,0.35,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,97.76443,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,65,2023-06-11 16:01:06,0.15,0.35,0,0,0,0,1,0,0,1,0,-0.36,96.70656,23,101.065994,25,97.76443,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,66,2023-06-11 16:01:07,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,97.42789,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,67,2023-06-11 16:01:08,0.15,0.35,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,97.25961,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,68,2023-06-11 16:01:09,0.09,0.35,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,97.09135,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,69,2023-06-11 16:01:10,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.35,96.70656,23,101.065994,25,97.09135,0,0,2.06,198.44638,0,0,0,0,0,0,0.0,0,100,25.636574,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,70,2023-06-11 16:01:11,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.35,98.89264,24,101.065994,25,96.58654,0,0,2.06,198.44638,0,0,0,0,0,0,4.5139236,0,100,25.578703,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,71,2023-06-11 16:01:12,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.33,98.89264,24,101.065994,25,96.41827,0,0,2.06,198.19131,0,0,0,0,0,0,10.995399,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,72,2023-06-11 16:01:13,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.31,98.89264,24,101.065994,25,96.25,0,0,2.06,198.44638,0,0,0,0,0,0,19.097206,0,100,25.405092,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,73,2023-06-11 16:01:14,0.09,0.3,0,0,0,0,1,0,0,1,0,-0.24,98.89264,24,101.065994,25,96.08173,0,0,2.06,198.44638,0,0,0,0,0,0,28.356392,0,100,25.462963,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,74,2023-06-11 16:01:15,0.15,0.35,0,0,0,0,1,0,0,1,0,0.0,98.89264,24,101.065994,25,96.08173,0,0,2.06,198.44638,0,0,0,0,0,0,40.85639,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,75,2023-06-11 16:01:16,0.15,0.35,0,0,0,0,1,0,0,1,0,0.35,98.89264,24,101.065994,25,96.25,0,0,2.06,198.44638,0,0,0,0,0,0,50.115578,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,76,2023-06-11 16:01:17,0.15,0.35,0,0,0,0,1,0,0,1,0,0.54,98.89264,24,101.065994,25,96.58654,0,0,2.06,198.19131,0,0,0,0,0,0,56.82853,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,77,2023-06-11 16:01:18,0.15,0.35,0,0,0,0,1,0,0,1,0,0.61,96.70656,23,101.065994,25,97.09135,0,0,2.06,198.44638,0,0,0,0,0,0,57.98591,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,78,2023-06-11 16:01:19,0.09,0.35,0,0,0,0,1,0,0,1,0,0.59,96.70656,23,101.065994,25,97.42789,0,0,2.06,198.44638,0,0,0,0,0,0,53.124763,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,79,2023-06-11 16:01:20,0.09,0.35,0,0,0,0,1,0,0,1,0,0.47,96.70656,23,101.065994,25,97.76443,0,0,2.06,198.44638,0,0,0,0,0,0,44.675682,0,100,25.520832,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,80,2023-06-11 16:01:21,0.15,0.35,0,0,0,0,0,0,0,1,0,0.26,96.70656,23,101.065994,25,97.76443,0,0,2.06,117.07826,0,0,0,0,0,0,0.0,0,0,25.636574,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

81,81,2023-06-11 16:01:22,0.09,0.3,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,8.417392,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

82,82,2023-06-11 16:01:23,0.15,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,6.6318846,0,0,0,0,0,0,0.0,0,0,25.578703,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

83,83,2023-06-11 16:01:24,0.14,0.3,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,6.376812,0,0,0,0,0,0,0.0,0,0,25.578703,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

84,84,2023-06-11 16:01:25,0.14,0.3,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,6.376812,0,0,0,0,0,0,0.0,0,0,25.578703,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

85,85,2023-06-11 16:01:26,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,6.1217394,0,0,0,0,0,0,0.0,0,0,25.578703,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

86,86,2023-06-11 16:01:27,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.866667,0,0,0,0,0,0,0.0,0,0,25.578703,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

87,87,2023-06-11 16:01:28,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.866667,0,0,0,0,0,0,0.0,0,0,25.578703,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

88,88,2023-06-11 16:01:29,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.866667,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

89,89,2023-06-11 16:01:30,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.611594,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

90,90,2023-06-11 16:01:31,0.09,0.3,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.611594,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

91,91,2023-06-11 16:01:32,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.611594,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

92,92,2023-06-11 16:01:33,0.15,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.611594,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

93,93,2023-06-11 16:01:34,0.09,0.35,0,0,0,0,0,0,0,1,0,0.0,96.70656,23,101.065994,25,97.76443,0,0,2.06,5.611594,0,0,0,0,0,0,0.0,0,0,25.578703,26.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

